4,1,5,7,8,3,6,2,9
9,3,8,4,2,6,1,7,5
7,2,6,1,9,5,8,3,4
5,7,3,6,1,4,9,8,2
6,9,4,2,3,8,5,1,7
2,8,1,5,7,9,4,6,3
1,6,7,9,4,2,3,5,8
8,5,9,3,6,7,2,4,1
3,4,2,8,5,1,7,9,6
